250 500
183 47 29856
54 213 3585
235 155 16973
208 120 22533
214 108 2484
162 136 10068
99 176 12939
224 143 23755
12 242 20176
210 76 3222
121 127 31935
206 34 23851
149 30 22702
194 235 1638
35 57 1994
177 206 6963
49 132 301
164 142 19856
106 143 11463
112 128 20425
179 3 18444
47 174 10041
64 126 20073
69 111 1018
183 113 30696
170 82 20041
239 186 19091
248 90 25991
146 104 19315
152 241 22045
9 86 8760
193 106 25265
182 4 3830
26 109 29293
248 50 29557
62 128 6468
42 130 31241
64 175 20602
78 216 8684
214 243 25825
102 143 15760
171 179 28028
85 76 18787
249 221 6288
98 105 504
222 164 5707
114 11 22172
43 120 20914
92 205 31819
233 1 25206
226 40 304
173 99 11248
85 149 2972
115 164 11076
46 213 17547
179 20 15263
20 236 28290
195 116 18541
246 9 28319
121 102 28324
133 223 27153
88 71 29764
152 104 14424
28 101 26970
16 66 29
44 98 2089
194 138 22410
214 50 4682
89 93 609
61 222 1759
205 139 14147
191 200 12844
181 121 749
68 37 20784
36 227 15186
39 104 25630
225 249 19924
110 8 24767
195 206 23319
227 162 21026
106 2 22550
247 85 9516
215 93 8076
164 143 31197
199 73 20427
107 174 24430
155 206 20627
63 126 30094
66 37 14737
142 65 5995
7 153 23937
89 233 1356
16 132 18231
92 126 2012
138 187 19691
151 163 21635
144 104 21417
203 9 7263
234 205 16304
135 54 14257
149 125 12318
214 110 24029
201 81 21319
109 51 24156
112 15 11904
177 144 26910
153 62 28490
199 33 13654
175 221 5403
174 82 19370
129 10 19009
120 222 30004
196 32 26505
143 186 25314
199 90 12723
189 38 6411
212 235 12509
212 210 6494
16 20 24938
120 59 14701
222 15 15118
216 56 7816
81 40 30213
39 83 1955
86 211 24485
25 131 29816
202 42 18116
180 111 25899
74 39 23978
133 207 28690
114 9 12942
41 224 21364
29 185 24779
201 72 1886
225 72 11334
118 154 14296
169 76 9677
130 151 2599
60 194 4687
81 117 12250
168 29 26680
