100 6325
17 17 17726
17 17 17726
67 88 17681
88 67 17681
65 41 -4314
41 65 -4314
22 63 4721
63 22 4721
65 10 10415
10 65 10415
3 74 7124
74 3 7124
42 46 21762
46 42 21762
7 69 -682
69 7 -682
3 8 14307
8 3 14307
82 13 11136
13 82 11136
31 15 16809
15 31 16809
85 57 2290
57 85 2290
94 97 19152
97 94 19152
55 46 4708
46 55 4708
49 92 3712
92 49 3712
32 15 6439
15 32 6439
59 23 19704
23 59 19704
96 53 15269
53 96 15269
80 39 16423
39 80 16423
19 67 7659
67 19 7659
99 87 11196
87 99 11196
63 34 2158
34 63 2158
93 38 -6075
38 93 -6075
48 59 -3398
59 48 -3398
8 99 17830
99 8 17830
93 1 -2722
1 93 -2722
100 53 10448
53 100 10448
83 41 18315
41 83 18315
76 63 -433
63 76 -433
37 98 21418
98 37 21418
98 29 3851
29 98 3851
17 31 -5551
31 17 -5551
26 59 -9771
59 26 -9771
21 41 19560
41 21 19560
48 63 -8345
63 48 -8345
76 93 12361
93 76 12361
55 99 13146
99 55 13146
15 47 11188
47 15 11188
64 76 14515
76 64 14515
22 76 5615
76 22 5615
29 35 2570
35 29 2570
58 63 4161
63 58 4161
25 50 7469
50 25 7469
31 24 18350
24 31 18350
34 26 910
26 34 910
38 37 8337
37 38 8337
79 94 -2364
94 79 -2364
15 65 21591
65 15 21591
50 36 -7495
36 50 -7495
38 5 6337
5 38 6337
24 65 -30
65 24 -30
9 69 9281
69 9 9281
86 53 8373
53 86 8373
53 95 -124
95 53 -124
27 97 -2428
97 27 -2428
50 41 19174
41 50 19174
20 44 22611
44 20 22611
42 90 -1581
90 42 -1581
66 6 -2415
6 66 -2415
17 51 -8385
51 17 -8385
67 94 6074
94 67 6074
10 1 9695
1 10 9695
74 90 3161
90 74 3161
73 69 17358
69 73 17358
32 69 9426
69 32 9426
11 23 20774
23 11 20774
53 83 15391
83 53 15391
96 65 -9126
65 96 -9126
65 3 18255
3 65 18255
61 75 -3028
75 61 -3028
22 23 15547
23 22 15547
78 90 15605
90 78 15605
51 44 -9246
44 51 -9246
73 40 3428
40 73 3428
13 63 -4033
63 13 -4033
9 16 -8092
16 9 -8092
35 5 19486
5 35 19486
20 59 -4055
59 20 -4055
7 67 8700
67 7 8700
68 93 11787
93 68 11787
75 48 -4979
48 75 -4979
84 23 19331
23 84 19331
77 84 16948
84 77 16948
24 83 12018
83 24 12018
77 21 21111
21 77 21111
83 57 9490
57 83 9490
26 25 -3514
25 26 -3514
78 70 1643
70 78 1643
35 78 12668
78 35 12668
69 92 22196
92 69 22196
84 29 -2273
29 84 -2273
27 72 697
72 27 697
13 4 1027
4 13 1027
9 86 20238
86 9 20238
14 2 -1150
2 14 -1150
29 12 13650
12 29 13650
50 93 -8546
93 50 -8546
70 82 17465
82 70 17465
68 14 9793
14 68 9793
73 31 14901
31 73 14901
43 78 3877
78 43 3877
71 3 4364
3 71 4364
82 91 -1177
91 82 -1177
80 96 10169
96 80 10169
28 43 21310
43 28 21310
83 59 -2074
59 83 -2074
29 52 -7742
52 29 -7742
14 61 15783
61 14 15783
87 43 -1390
43 87 -1390
73 29 8434
29 73 8434
42 19 -6497
19 42 -6497
68 66 938
66 68 938
82 58 12750
58 82 12750
15 99 18458
99 15 18458
62 64 22756
64 62 22756
8 79 9489
79 8 9489
36 66 22075
66 36 22075
87 87 -2167
87 87 -2167
61 31 16048
31 61 16048
29 93 2433
93 29 2433
41 67 -8265
67 41 -8265
11 100 1837
100 11 1837
29 53 1369
53 29 1369
45 95 -3392
95 45 -3392
53 48 7432
48 53 7432
36 9 -6736
9 36 -6736
98 44 17649
44 98 17649
16 42 -9811
42 16 -9811
49 24 9851
24 49 9851
75 34 19891
34 75 19891
1 55 -10
55 1 -10
98 20 7780
20 98 7780
79 32 22544
32 79 22544
41 88 -9101
88 41 -9101
26 84 -4462
84 26 -4462
93 94 18252
94 93 18252
12 61 5834
61 12 5834
41 98 -7215
98 41 -7215
6 92 3392
92 6 3392
11 50 11578
50 11 11578
80 72 -723
72 80 -723
74 94 -8380
94 74 -8380
98 27 21276
27 98 21276
91 83 3578
83 91 3578
60 19 16489
19 60 16489
60 50 2924
50 60 2924
73 81 17008
81 73 17008
68 9 -3523
9 68 -3523
4 71 22607
71 4 22607
97 75 3722
75 97 3722
12 20 18761
20 12 18761
57 91 21163
91 57 21163
84 17 9932
17 84 9932
53 42 -5046
42 53 -5046
14 63 396
63 14 396
61 16 904
16 61 904
100 37 -5320
37 100 -5320
99 33 4387
33 99 4387
85 41 -6483
41 85 -6483
7 71 -9759
71 7 -9759
83 50 -6477
50 83 -6477
59 6 19621
6 59 19621
96 97 -84
97 96 -84
79 79 3579
79 79 3579
59 78 2750
78 59 2750
8 30 14081
30 8 14081
96 79 14676
79 96 14676
54 100 1784
100 54 1784
66 94 3608
94 66 3608
73 44 19929
44 73 19929
15 69 -4945
69 15 -4945
92 74 -1078
74 92 -1078
49 52 986
52 49 986
45 47 21577
47 45 21577
18 30 19916
30 18 19916
75 92 5469
92 75 5469
13 47 20693
47 13 20693
50 58 10640
58 50 10640
52 88 21226
88 52 21226
63 56 13183
56 63 13183
95 81 6097
81 95 6097
66 66 -7487
66 66 -7487
62 79 11078
79 62 11078
79 41 -5389
41 79 -5389
48 46 -9830
46 48 -9830
76 90 14750
90 76 14750
50 34 3865
34 50 3865
15 83 17007
83 15 17007
33 97 6367
97 33 6367
23 83 21810
83 23 21810
42 32 -7813
32 42 -7813
6 80 -3679
80 6 -3679
39 52 9447
52 39 9447
9 47 12276
47 9 12276
60 90 20422
90 60 20422
67 87 -6545
87 67 -6545
29 15 -5140
15 29 -5140
54 78 21348
78 54 21348
4 62 12431
62 4 12431
98 7 -1248
7 98 -1248
82 22 14455
22 82 14455
48 25 8318
25 48 8318
36 77 -8226
77 36 -8226
60 99 2074
99 60 2074
54 23 635
23 54 635
44 89 -1847
89 44 -1847
33 48 18680
48 33 18680
27 79 -3550
79 27 -3550
2 62 4199
62 2 4199
56 64 -4284
64 56 -4284
74 62 13245
62 74 13245
74 75 -8450
75 74 -8450
54 82 -5713
82 54 -5713
44 66 -2828
66 44 -2828
30 82 -7888
82 30 -7888
77 82 -1753
82 77 -1753
91 72 -1195
72 91 -1195
90 21 13165
21 90 13165
32 59 1293
59 32 1293
7 79 6948
79 7 6948
7 72 8166
72 7 8166
97 98 21020
98 97 21020
95 30 4788
30 95 4788
10 85 1969
85 10 1969
79 18 -5985
18 79 -5985
27 85 -832
85 27 -832
7 29 2097
29 7 2097
19 91 5199
91 19 5199
86 87 9199
87 86 9199
21 11 8271
11 21 8271
14 16 -3915
16 14 -3915
32 68 -1613
68 32 -1613
45 87 4507
87 45 4507
61 28 18074
28 61 18074
32 53 20271
53 32 20271
69 94 9885
94 69 9885
38 12 7604
12 38 7604
78 7 -2232
7 78 -2232
23 14 -5000
14 23 -5000
43 38 20038
38 43 20038
89 56 3289
56 89 3289
48 82 3093
82 48 3093
85 88 761
88 85 761
94 18 -499
18 94 -499
83 48 5665
48 83 5665
54 5 5084
5 54 5084
22 65 11781
65 22 11781
73 7 -6344
7 73 -6344
81 81 4868
81 81 4868
12 14 10968
14 12 10968
52 17 2079
17 52 2079
69 41 21531
41 69 21531
34 80 10663
80 34 10663
60 54 17936
54 60 17936
96 66 1874
66 96 1874
21 36 15680
36 21 15680
77 56 -4275
56 77 -4275
72 9 3559
9 72 3559
57 3 7832
3 57 7832
6 41 -2625
41 6 -2625
63 86 11962
86 63 11962
81 37 797
37 81 797
3 9 80
9 3 80
41 77 -942
77 41 -942
94 41 -1454
41 94 -1454
98 81 13335
81 98 13335
73 1 -9293
1 73 -9293
56 67 -5859
67 56 -5859
89 82 7168
82 89 7168
16 97 6225
97 16 6225
10 13 8136
13 10 8136
44 43 -9979
43 44 -9979
23 13 -752
13 23 -752
19 69 13717
69 19 13717
15 51 3290
51 15 3290
36 60 -6831
60 36 -6831
96 4 12640
4 96 12640
80 100 19105
100 80 19105
92 62 -1319
62 92 -1319
53 54 14033
54 53 14033
30 88 -2958
88 30 -2958
54 84 1420
84 54 1420
15 19 2244
19 15 2244
64 30 10652
30 64 10652
65 70 20470
70 65 20470
6 48 -8406
48 6 -8406
88 27 -6724
27 88 -6724
24 41 -2321
41 24 -2321
91 89 14710
89 91 14710
72 46 19221
46 72 19221
71 84 13589
84 71 13589
56 79 14779
79 56 14779
7 63 10135
63 7 10135
34 89 2935
89 34 2935
80 94 4790
94 80 4790
63 66 1001
66 63 1001
6 8 14567
8 6 14567
70 35 22671
35 70 22671
58 99 -6455
99 58 -6455
39 45 -2628
45 39 -2628
64 29 19264
29 64 19264
2 24 3490
24 2 3490
5 2 14227
2 5 14227
72 64 19301
64 72 19301
66 22 13445
22 66 13445
11 96 6741
96 11 6741
52 16 -1945
16 52 -1945
94 39 5279
39 94 5279
83 9 2654
9 83 2654
23 8 14245
8 23 14245
91 40 13154
40 91 13154
5 24 12225
24 5 12225
79 25 21981
25 79 21981
31 34 18223
34 31 18223
95 31 8846
31 95 8846
88 46 8805
46 88 8805
90 39 11963
39 90 11963
36 98 22209
98 36 22209
31 25 -8092
25 31 -8092
38 75 21920
75 38 21920
73 94 -6145
94 73 -6145
57 7 -1816
7 57 -1816
76 83 4119
83 76 4119
42 33 14684
33 42 14684
80 80 8283
80 80 8283
68 37 14125
37 68 14125
19 38 8028
38 19 8028
20 78 737
78 20 737
92 57 12795
57 92 12795
61 2 -1207
2 61 -1207
33 37 -5420
37 33 -5420
76 8 11184
8 76 11184
75 20 16790
20 75 16790
77 42 -6649
42 77 -6649
92 90 5787
90 92 5787
64 82 15903
82 64 15903
6 77 8479
77 6 8479
96 40 22468
40 96 22468
99 84 13639
84 99 13639
16 22 19993
22 16 19993
27 23 13838
23 27 13838
29 82 14399
82 29 14399
79 92 -8977
92 79 -8977
44 35 4243
35 44 4243
50 3 -1293
3 50 -1293
3 42 687
42 3 687
47 92 14637
92 47 14637
14 1 12816
1 14 12816
91 63 -1065
63 91 -1065
27 11 9877
11 27 9877
83 61 17189
61 83 17189
6 75 -7337
75 6 -7337
23 96 12566
96 23 12566
61 39 8588
39 61 8588
12 46 -533
46 12 -533
26 68 3189
68 26 3189
43 64 11547
64 43 11547
3 18 -901
18 3 -901
24 27 21203
27 24 21203
71 37 -542
37 71 -542
68 57 -595
57 68 -595
32 63 16819
63 32 16819
76 57 -2469
57 76 -2469
96 45 20591
45 96 20591
4 89 8915
89 4 8915
51 20 -3728
20 51 -3728
92 84 133
84 92 133
76 43 13569
43 76 13569
79 86 -7743
86 79 -7743
34 94 490
94 34 490
4 51 7233
51 4 7233
23 72 9611
72 23 9611
91 39 11641
39 91 11641
53 59 -9521
59 53 -9521
3 84 8990
84 3 8990
3 69 -5578
69 3 -5578
96 36 8008
36 96 8008
62 43 12194
43 62 12194
100 89 10178
89 100 10178
43 58 13941
58 43 13941
48 70 6345
70 48 6345
81 14 4964
14 81 4964
11 62 15385
62 11 15385
74 5 -538
5 74 -538
4 3 1069
3 4 1069
55 30 21552
30 55 21552
75 50 -6270
50 75 -6270
45 45 3049
45 45 3049
19 66 16363
66 19 16363
53 74 8470
74 53 8470
32 48 -2489
48 32 -2489
70 99 498
99 70 498
4 53 15679
53 4 15679
54 44 4522
44 54 4522
89 64 15834
64 89 15834
51 23 -2760
23 51 -2760
12 93 -4349
93 12 -4349
81 78 17616
78 81 17616
77 79 -4780
79 77 -4780
16 49 16798
49 16 16798
80 36 6857
36 80 6857
84 63 8902
63 84 8902
63 21 9770
21 63 9770
23 74 15841
74 23 15841
87 89 -6083
89 87 -6083
18 93 3698
93 18 3698
68 50 -9935
50 68 -9935
90 33 15619
33 90 15619
82 4 19130
4 82 19130
29 32 4589
32 29 4589
53 31 9172
31 53 9172
65 8 2295
8 65 2295
91 11 16177
11 91 16177
72 37 -3541
37 72 -3541
44 41 17633
41 44 17633
38 94 12630
94 38 12630
75 94 18782
94 75 18782
8 98 21151
98 8 21151
18 41 18703
41 18 18703
67 84 13661
84 67 13661
60 46 10386
46 60 10386
52 66 9601
66 52 9601
41 10 -8503
10 41 -8503
76 82 16787
82 76 16787
72 88 17999
88 72 17999
5 80 -7862
80 5 -7862
1 31 -7539
31 1 -7539
19 6 -2460
6 19 -2460
29 60 1622
60 29 1622
99 61 17098
61 99 17098
36 82 20614
82 36 20614
68 94 18596
94 68 18596
62 47 538
47 62 538
71 39 11476
39 71 11476
56 18 6371
18 56 6371
61 53 3758
53 61 3758
34 56 19065
56 34 19065
27 2 -6966
2 27 -6966
60 94 20548
94 60 20548
74 93 6193
93 74 6193
34 38 7103
38 34 7103
91 12 3694
12 91 3694
69 28 -2502
28 69 -2502
90 49 -6121
49 90 -6121
48 50 20931
50 48 20931
70 76 15598
76 70 15598
50 37 14599
37 50 14599
24 44 -8269
44 24 -8269
55 62 -5566
62 55 -5566
86 68 816
68 86 816
94 5 19866
5 94 19866
54 9 18223
9 54 18223
85 93 12667
93 85 12667
49 70 3930
70 49 3930
12 15 6090
15 12 6090
28 44 -8396
44 28 -8396
100 75 -2805
75 100 -2805
7 59 7589
59 7 7589
59 10 7889
10 59 7889
48 41 -6182
41 48 -6182
65 76 -9974
76 65 -9974
90 4 20066
4 90 20066
13 41 2570
41 13 2570
77 96 18641
96 77 18641
87 52 11109
52 87 11109
88 84 11085
84 88 11085
91 51 8686
51 91 8686
56 82 18128
82 56 18128
3 78 20862
78 3 20862
25 66 -6128
66 25 -6128
33 86 4428
86 33 4428
47 90 -3522
90 47 -3522
66 61 -4955
61 66 -4955
79 22 3855
22 79 3855
21 28 14773
28 21 14773
35 52 12675
52 35 12675
37 35 11001
35 37 11001
38 11 -4026
11 38 -4026
72 81 935
81 72 935
46 83 -8175
83 46 -8175
19 74 -5288
74 19 -5288
38 99 -95
99 38 -95
63 18 -1308
18 63 -1308
40 48 946
48 40 946
4 32 14115
32 4 14115
30 46 -6606
46 30 -6606
100 46 4272
46 100 4272
73 74 -7520
74 73 -7520
39 98 -6458
98 39 -6458
9 4 13277
4 9 13277
26 35 -8599
35 26 -8599
79 83 10169
83 79 10169
37 79 7939
79 37 7939
39 22 21426
22 39 21426
64 78 11575
78 64 11575
25 82 17700
82 25 17700
62 63 6002
63 62 6002
49 96 -9316
96 49 -9316
17 38 -493
38 17 -493
44 69 677
69 44 677
20 58 13041
58 20 13041
92 65 -8377
65 92 -8377
16 73 7929
73 16 7929
16 37 4957
37 16 4957
60 1 3452
1 60 3452
94 42 1829
42 94 1829
49 28 1798
28 49 1798
25 25 2274
25 25 2274
34 86 5038
86 34 5038
71 63 22629
63 71 22629
79 24 17085
24 79 17085
1 25 4193
25 1 4193
6 13 5765
13 6 5765
68 8 677
8 68 677
85 5 4790
5 85 4790
35 92 -9379
92 35 -9379
86 35 15190
35 86 15190
43 99 12086
99 43 12086
19 22 20424
22 19 20424
98 77 14254
77 98 14254
70 9 2927
9 70 2927
67 3 -7562
3 67 -7562
1 20 4318
20 1 4318
91 85 6339
85 91 6339
57 9 -5368
9 57 -5368
79 15 3787
15 79 3787
40 75 15020
75 40 15020
28 55 -8012
55 28 -8012
42 99 3642
99 42 3642
3 22 20104
22 3 20104
47 57 8509
57 47 8509
34 9 9761
9 34 9761
34 87 4804
87 34 4804
86 43 8842
43 86 8842
61 62 21620
62 61 21620
44 79 -8813
79 44 -8813
14 64 -5409
64 14 -5409
35 16 -9344
16 35 -9344
62 13 18411
13 62 18411
60 52 8738
52 60 8738
71 25 -4493
25 71 -4493
8 85 951
85 8 951
2 90 14958
90 2 14958
42 91 7013
91 42 7013
13 56 11060
56 13 11060
3 77 3543
77 3 3543
74 67 17651
67 74 17651
76 29 -9468
29 76 -9468
62 70 22503
70 62 22503
93 52 7953
52 93 7953
93 71 3519
71 93 3519
73 8 12494
8 73 12494
10 8 8038
8 10 8038
61 72 1171
72 61 1171
55 48 1514
48 55 1514
90 67 7887
67 90 7887
71 40 10666
40 71 10666
61 54 14705
54 61 14705
92 60 15386
60 92 15386
43 18 12045
18 43 12045
57 89 15452
89 57 15452
55 67 1833
67 55 1833
61 20 15631
20 61 15631
39 68 15776
68 39 15776
8 70 14216
70 8 14216
23 43 19007
43 23 19007
64 61 20947
61 64 20947
94 31 8717
31 94 8717
15 27 7117
27 15 7117
35 21 4171
21 35 4171
93 65 9154
65 93 9154
77 80 943
80 77 943
62 86 -1728
86 62 -1728
35 45 19561
45 35 19561
64 5 2946
5 64 2946
89 9 2157
9 89 2157
65 75 -5654
75 65 -5654
38 82 15318
82 38 15318
92 33 17123
33 92 17123
62 31 18498
31 62 18498
70 92 -1600
92 70 -1600
80 18 -7683
18 80 -7683
15 96 -8559
96 15 -8559
29 54 17909
54 29 17909
74 82 1503
82 74 1503
70 17 -8117
17 70 -8117
3 31 7157
31 3 7157
82 68 -1690
68 82 -1690
72 78 21245
78 72 21245
65 39 17671
39 65 17671
48 16 -5408
16 48 -5408
12 58 -8595
58 12 -8595
54 72 10580
72 54 10580
41 31 3675
31 41 3675
21 91 3377
91 21 3377
5 90 9631
90 5 9631
45 89 16610
89 45 16610
19 20 8259
20 19 8259
28 10 18119
10 28 18119
80 17 -3700
17 80 -3700
97 54 1458
54 97 1458
7 50 4854
