100 5000
62 65 11904
77 44 26910
3 62 28490
49 83 13654
24 32 19370
79 60 19009
20 72 30004
46 82 26505
93 86 25314
99 90 12723
39 38 6411
62 35 12509
62 60 6494
16 70 24938
70 59 14701
72 65 15118
16 56 7816
31 40 30213
89 83 1955
86 11 24485
75 81 29816
52 42 18116
80 11 25899
74 89 23978
33 57 28690
14 9 12942
91 24 21364
29 85 24779
1 72 1886
75 72 11334
68 54 14296
69 26 9677
30 51 2599
10 94 4687
81 17 12250
68 29 26680
65 22 8406
27 17 7517
27 67 29088
82 65 1341
22 65 29310
16 3 29874
25 42 32746
7 69 9319
3 8 24308
82 13 21137
31 15 26810
85 57 12291
94 97 29153
55 46 14709
49 92 13713
32 15 16440
59 23 29705
96 53 25270
80 39 26424
19 67 17660
99 87 21197
63 34 12159
23 47 18393
38 26 10648
99 31 29293
1 79 20800
53 49 13883
41 16 4576
63 68 22337
29 52 26817
31 50 16926
59 30 24521
41 61 15148
63 56 20676
93 62 31755
99 47 8715
47 89 19570
39 64 15076
16 22 476
16 29 13235
71 6 9465
58 63 14162
25 50 17470
31 24 28351
34 26 10911
38 37 18338
79 94 7637
15 65 31592
50 36 2506
38 5 16338
24 65 9971
9 69 19282
86 53 18374
53 95 9877
27 97 7573
50 41 29175
20 44 32612
42 90 8420
66 6 7586
17 51 1616
10 65 9167
94 75 13510
1 96 9574
90 62 31173
69 59 26032
69 27 28511
23 75 8780
11 53 4183
92 96 5765
75 65 14903
56 61 475
73 22 26123
48 78 9790
6 96 27595
51 44 755
40 29 5913
16 9 17224
60 35 5205
87 20 959
46 7 8167
1 68 17693
88 33 30557
75 48 5022
84 23 29332
77 84 26949
24 83 22019
77 21 31112
83 57 19491
26 25 6487
78 70 11644
35 78 22669
69 92 32197
84 29 7728
27 72 10698
13 4 11028
9 46 9509
86 39 24238
44 14 22502
51 29 2112
51 50 11193
55 70 682
66 68 17714
73 31 24902
43 78 13878
71 3 14365
82 91 8824
38 24 32180
96 70 2328
43 11 28183
59 27 9488
59 14 9861
84 87 2743
11 73 7129
35 42 20719
4 68 24866
39 82 9258
51 15 18599
59 62 26064
57 8 20279
90 36 6366
76 87 1387
34 61 13331
49 29 29493
34 41 6767
36 11 11600
38 93 31983
29 53 11370
45 95 6609
53 48 17433
36 9 3265
98 44 27650
16 42 190
1 13 30649
24 52 24475
34 92 27201
55 91 25698
20 81 22579
32 45 3341
88 100 22526
84 39 7493
94 53 25012
61 35 1841
98 86 18530
41 6 28792
93 11 13550
78 74 20194
21 98 13827
77 91 6583
90 60 3450
9 68 10209
78 4 15371
8 97 12075
23 12 19020
62 57 12891
64 84 13717
33 53 2742
55 14 2863
97 61 20616
5 100 20137
81 99 27033
88 85 7241
18 7 8671
42 83 25250
24 59 12106
22 96 7297
17 79 10179
80 59 27578
51 8 23730
82 96 2679
77 54 20900
85 66 3094
9 73 11244
30 15 10169
56 92 5974
23 49 5652
87 45 16447
78 18 14630
17 75 15792
70 13 8147
94 92 9816
50 58 20641
53 37 8552
88 27 28163
56 84 8395
81 98 3066
66 14 9262
79 79 16879
41 12 31948
46 71 29976
90 51 6150
34 66 22215
83 8 27433
83 11 17642
32 88 6706
80 22 6539
52 48 24209
47 77 25760
90 23 27667
87 56 2029
15 61 29254
78 49 12504
62 32 29083
56 98 22107
53 22 17297
82 22 24456
48 25 18319
36 77 1775
60 99 12075
54 23 10636
44 89 8154
33 48 28681
27 79 6451
2 62 14200
56 64 5717
74 62 23246
54 82 4288
100 11 18644
66 73 2530
82 48 26891
72 6 32373
33 90 9321
66 32 9659
94 7 26579
49 7 27172
67 97 16698
21 95 15530
89 10 17985
70 79 21618
16 27 3685
69 7 25929
100 86 14487
100 21 20711
72 14 27416
86 19 3581
32 68 8388
45 87 14508
61 28 28075
32 53 30272
69 94 19886
38 12 17605
23 14 5001
43 38 30039
89 56 13290
48 82 13094
85 88 10762
94 18 9502
83 48 15666
54 5 15085
96 26 30222
65 82 4873
7 57 3344
94 81 16081
69 12 13714
69 52 27217
80 69 17041
32 34 23780
64 60 26654
37 96 24366
81 77 18456
26 72 24809
60 57 5603
76 63 22886
63 81 1837
98 3 10509
81 41 12077
59 94 7741
47 75 24774
98 81 23336
73 1 708
56 67 4142
89 82 17169
16 97 16226
10 13 18137
56 63 25044
43 22 17923
13 49 26019
69 18 9715
51 91 3336
60 70 21896
4 41 21980
100 6 24792
54 34 32030
88 43 26254
84 21 15815
19 45 31064
30 53 18865
48 95 21488
27 77 21324
41 80 23991
89 11 29272
46 22 28471
84 90 23956
63 36 23488
97 34 2089
36 80 15994
91 63 18966
2 6 11808
68 70 3135
72 58 12999
46 98 14219
39 45 7373
64 29 29265
2 24 13491
5 2 24228
98 93 19772
64 2 22364
22 66 17422
46 11 496
42 23 31813
52 16 8056
94 39 15280
83 9 12655
23 8 24246
40 55 24605
24 26 20079
25 82 2331
34 24 20595
31 47 4988
46 6 8617
51 90 27339
64 36 14698
10 31 23225
9 38 24475
21 73 10294
56 35 9562
57 7 8185
76 83 14120
42 33 24685
80 80 18284
19 38 18029
20 78 10738
92 57 22796
61 2 8794
33 37 4581
76 8 21185
75 20 26791
77 42 3352
30 91 22975
73 92 12190
88 91 3240
77 80 1696
40 69 13999
84 40 29516
22 94 15827
23 39 24829
82 100 8979
92 24 26944
35 44 7350
42 88 8347
92 38 18414
1 17 31691
11 78 11383
61 90 26706
75 64 20723
96 67 16361
39 89 7812
46 68 32426
68 90 10543
64 48 30503
18 100 25024
27 4 30049
52 71 8637
59 68 8457
6 32 29963
20 76 10557
32 96 8045
92 4 3389
16 51 12320
34 76 24643
70 1 17955
79 86 2258
34 94 10491
4 51 17234
23 72 19612
91 39 21642
59 48 2353
59 80 25303
84 91 10003
69 23 16896
43 95 23700
89 79 4043
58 42 1848
70 46 4381
14 65 25711
62 86 20074
5 63 32704
3 70 5155
50 31 2245
45 50 14119
66 64 19553
48 12 5870
99 99 7104
53 80 28054
44 23 31089
64 35 9851
23 41 21912
93 52 28581
78 17 29877
79 21 14616
49 99 32180
36 58 2884
63 3 28263
21 71 19023
74 42 12687
89 18 31718
93 99 11268
50 66 10390
33 20 16082
4 31 13029
32 90 23153
31 73 19865
8 96 25429
78 72 25237
60 44 16841
34 38 23894
31 75 12994
83 4 17462
98 52 18424
91 18 6641
4 67 4884
87 52 32766
2 41 17210
98 84 29251
59 22 176
82 88 3272
31 62 12119
60 23 14399
61 99 12936
82 15 19568
47 39 7671
39 77 21556
18 72 16761
53 59 15434
56 66 727
2 35 12760
94 49 27274
38 4 3691
12 95 24669
28 99 990
49 80 11648
50 32 670
76 99 25450
37 100 20124
44 32 18155
68 17 11394
5 67 30954
9 24 18685
93 68 10049
70 31 30812
15 91 5428
44 5 10600
75 96 507
59 90 9859
10 90 11448
41 19 9365
76 27 25090
41 71 14677
52 10 8188
84 86 23391
51 87 4756
82 29 25503
78 63 26425
86 29 6647
90 79 10884
26 66 31261
46 79 5822
56 21 12928
74 35 27252
76 37 16335
2 38 9311
75 91 20357
72 81 10936
46 83 1826
19 74 4713
38 99 9906
63 18 8693
40 48 10947
4 32 24116
40 59 20830
46 95 17200
46 73 676
63 73 13774
81 39 26898
43 9 19204
78 26 20135
2 79 18383
70 37 27479
40 39 18722
27 64 1678
76 25 25982
1 62 28863
3 49 25096
85 17 15138
8 94 21285
59 44 17669
78 20 29858
42 92 25265
24 16 8073
30 42 4716
16 37 14958
60 1 13453
94 42 11830
49 28 11799
25 25 12275
34 86 15039
71 63 32630
85 10 14879
24 86 29401
25 94 23106
13 66 5768
8 78 13785
5 91 9835
92 22 18086
35 91 20543
22 25 22598
77 55 29670
9 28 12494
69 67 9103
39 1 10820
19 91 14985
40 57 25809
33 79 26815
88 40 28075
21 28 2555
89 42 16799
43 3 16322
5 47 7057
10 34 17709
62 34 20687
5 86 10143
43 61 22162
21 44 9579
88 14 13064
92 35 20416
57 62 25013
12 60 16252
39 71 26125
8 8 17585
52 2 14490
59 42 1791
14 13 14856
61 94 8473
3 77 13544
74 67 27652
76 29 533
62 70 32504
30 8 27893
52 54 28393
71 20 19473
8 95 9506
41 84 14263
10 8 18039
61 72 11172
55 48 11515
24 30 490
67 88 29757
33 71 25740
67 23 7284
61 54 24706
92 60 25387
88 30 43
18 46 12357
89 53 3155
67 34 27761
20 32 6739
68 77 21099
15 21 13054
8 70 24217
23 43 29008
64 61 30948
94 31 18718
44 77 25315
27 18 1335
21 72 26793
65 55 18867
94 65 23776
52 77 6380
44 78 3790
35 45 29562
64 5 12947
89 9 12158
75 47 13838
82 19 26612
93 92 3833
24 62 16992
62 31 28499
70 92 8401
80 18 2318
15 96 1442
37 68 7029
54 10 13974
17 84 25368
86 3 5231
58 82 15568
11 67 3688
72 78 31246
65 39 27672
48 16 4593
12 58 1406
54 72 20581
41 31 13676
90 32 29745
20 60 5928
10 20 21480
17 1 21397
54 59 20831
55 73 26161
95 55 26334
47 30 10472
29 60 22242
9 83 22163
7 79 11980
98 88 6539
70 84 17541
10 58 2318
94 67 22952
41 95 12938
75 13 6098
52 96 21818
93 93 20238
31 14 25297
11 90 5629
10 87 31745
41 83 28570
21 94 6293
63 15 12528
14 12 18914
96 63 14382
47 10 1049
69 25 22512
55 36 1128
28 78 23818
41 43 15101
1 59 21477
24 23 2928
30 12 16212
55 81 12254
94 22 20786
29 44 31001
56 72 9271
53 76 14632
41 35 18041
87 35 14249
40 66 12797
13 63 25053
58 49 29557
71 51 27183
2 94 24100
33 45 32332
76 5 19051
42 81 19696
19 60 1364
70 67 7680
78 38 3403
16 93 1724
73 49 30324
54 49 24396
98 9 22909
12 94 7666
82 3 17611
29 57 27706
66 24 20770
16 54 31806
85 79 32146
41 34 19286
1 69 23995
82 33 16257
2 7 10636
38 44 9769
34 96 29172
4 43 18012
80 35 14513
35 59 21927
7 92 14444
85 25 19094
36 25 28095
83 68 8628
6 47 32687
51 60 9579
57 78 2404
43 1 15812
26 44 21596
17 16 28805
36 99 1326
14 24 22313
19 58 18397
40 87 32095
47 44 31523
12 81 23456
91 74 4328
14 55 31897
42 47 23526
14 25 17930
96 4 12595
94 68 22188
26 35 4861
1 8 32622
18 4 3944
94 40 29012
26 29 19979
49 51 22893
45 55 23624
54 37 31548
47 27 16062
5 39 17572
57 29 1268
52 20 19992
67 18 25847
94 88 1422
13 68 28300
45 98 1202
29 43 7105
69 69 26642
97 63 10721
45 19 9626
20 85 18175
85 60 13150
33 52 1538
15 64 4652
20 91 25918
84 19 26585
53 87 31270
49 38 2398
25 69 20028
49 94 10383
72 70 894
78 15 19105
85 44 11496
99 91 11300
91 94 29075
50 75 9315
74 70 29219
66 34 15239
12 53 6464
9 50 23089
46 32 31921
7 72 12369
22 59 4158
48 83 18239
7 90 11157
46 52 6924
19 51 2098
37 92 13407
11 14 14652
81 45 24744
42 46 14579
50 6 24515
86 28 8625
5 57 23918
28 56 10103
87 69 11699
80 12 12490
59 91 30776
11 33 27090
97 51 23113
23 30 7673
37 78 5554
77 71 9086
53 52 30398
94 73 17917
17 29 1512
26 39 27297
40 45 1057
27 3 26759
89 22 22587
9 78 12629
80 48 12550
81 46 25129
63 27 4720
78 92 4048
86 32 7407
85 55 16770
10 57 22422
46 66 16017
61 98 18336
91 78 28050
6 87 23389
76 44 17378
31 88 26556
83 54 15001
55 90 32489
41 100 2998
8 55 305
38 86 12500
93 14 32613
30 38 5034
1 65 23684
58 69 1711
69 9 2642
33 38 11685
100 2 29870
84 57 19693
41 88 15013
11 21 14836
64 16 25898
87 25 2735
76 50 30713
5 23 4056
14 63 24474
85 61 31123
54 98 11823
51 38 13918
7 32 22198
6 37 10358
100 91 1899
86 48 1085
93 26 8997
43 29 29796
25 55 29466
40 7 24210
93 100 18176
37 62 13648
19 14 26728
13 97 21910
42 31 9091
35 16 6287
24 67 1345
94 50 30972
45 78 19286
1 91 10286
26 19 25669
7 30 24009
85 48 20329
37 5 10701
41 51 11505
84 67 16142
71 46 10507
67 58 22679
100 75 14156
92 91 29833
59 97 8918
91 68 1708
35 47 11463
3 40 3427
96 7 8315
77 23 6880
2 13 5677
65 58 32571
39 13 10145
62 81 18201
44 57 18062
48 40 19809
91 53 980
76 14 18710
72 43 16340
37 22 21502
35 30 21359
37 70 22898
5 99 4203
6 39 15033
66 17 14482
80 24 1728
41 17 28489
20 90 5514
60 52 32272
84 65 27039
13 85 21760
2 75 28734
60 15 27650
96 23 24542
17 78 1053
66 92 139
11 68 15056
88 25 18223
40 42 6649
5 35 19369
42 73 32669
75 77 5138
34 42 5746
19 16 22975
53 47 8957
45 41 29335
97 77 25028
6 19 4292
42 66 16192
72 60 23701
18 17 1944
25 65 31506
58 3 7667
76 47 17633
90 47 2146
4 53 31902
27 54 21185
47 26 28971
24 33 28857
97 11 17777
93 51 15291
61 85 8730
35 51 28083
7 37 25585
67 17 6389
26 2 5611
51 83 28622
94 96 20281
39 68 17421
46 84 23866
84 18 22130
54 80 18614
1 53 15146
62 52 28319
64 14 14908
55 77 618
12 30 2265
67 32 29943
88 58 23159
65 63 8511
47 66 8381
66 47 13541
98 43 14465
95 85 10271
16 1 1207
7 3 24697
16 46 30176
55 49 24920
80 89 26322
93 98 22198
10 53 72
98 100 1900
21 21 32037
85 13 1916
54 86 20742
100 68 4209
45 70 29682
80 9 17208
60 7 23850
8 75 2885
29 47 3146
69 39 20308
94 5 1106
98 18 15956
42 44 26134
98 80 20737
56 34 1955
31 53 19905
2 16 18087
32 81 19976
61 15 8939
58 91 19439
19 71 25632
62 20 28782
91 34 8673
64 3 503
29 22 24899
48 46 28407
23 87 5795
78 45 18684
48 41 486
65 24 20338
54 69 28131
13 57 3319
2 43 21277
24 71 26313
51 76 20312
51 96 5489
21 2 20184
99 93 18849
85 46 12188
63 44 18259
60 72 14017
73 33 24442
84 89 22016
77 17 18299
40 84 3206
98 47 5770
76 18 9388
21 31 17443
36 90 20374
81 74 10778
87 82 31786
23 46 20980
86 14 30936
36 84 2187
97 49 2086
83 37 7689
20 37 26793
66 79 4199
97 87 21012
77 48 12122
3 46 6703
65 40 2573
58 71 21921
55 60 11081
99 92 23961
11 92 25868
100 76 25791
77 57 20273
4 87 20968
16 43 23496
67 57 14187
65 86 31666
9 41 1361
15 55 18013
53 39 8707
26 31 29250
39 18 8422
46 92 1970
40 9 16566
63 74 23682
71 48 27054
9 9 16716
30 67 27690
64 72 5542
60 32 23573
15 67 25989
71 69 22200
56 51 13445
37 79 19407
28 14 7524
72 28 17074
62 74 9935
3 88 31418
64 54 26127
96 96 29214
7 71 23860
6 97 24834
24 53 17880
20 27 7794
86 66 31372
45 8 17272
97 16 17553
93 54 8258
91 60 13358
87 10 5866
14 36 1029
2 69 22870
57 32 7579
75 17 15025
12 86 5723
75 39 2184
59 96 25723
84 32 29504
33 1 15591
81 9 15506
3 59 9819
58 62 24121
33 93 17183
68 21 7359
75 88 9095
15 47 24391
68 93 14232
29 49 4721
80 92 3767
88 9 12127
26 60 17519
21 36 31315
57 48 29157
35 61 752
9 79 22295
90 25 7977
95 91 20190
73 20 30302
3 45 20524
40 10 11828
28 70 17624
100 15 10416
45 37 23670
79 77 17859
16 89 24617
57 63 9617
25 30 27443
85 73 7050
97 27 8583
3 76 5417
66 53 18760
56 18 22845
55 44 6825
100 23 122
34 14 19918
94 74 12061
76 75 5986
2 23 13209
96 27 26721
92 89 10930
73 78 10194
9 55 923
77 38 30817
4 91 7913
90 54 29980
30 35 12439
75 27 16464
35 73 24349
54 4 2308
19 34 27438
96 80 662
8 77 13473
46 93 22973
29 97 6812
36 36 1230
17 33 24957
59 50 24621
97 25 13121
27 7 8984
46 75 21692
89 39 20665
5 78 20354
43 5 30624
53 26 17612
43 25 31150
36 91 10147
29 56 27805
42 10 19382
80 3 10084
93 33 17313
100 62 11048
6 91 17570
60 29 22140
29 81 32472
79 41 18457
49 45 24746
26 11 4699
17 81 24816
65 27 29473
80 94 32483
6 88 30733
39 66 1065
19 100 5033
9 97 13439
79 39 8246
63 70 11050
19 68 10559
44 62 25604
91 87 1227
69 24 31348
97 67 25231
18 74 30787
69 98 31580
25 29 26261
59 26 23268
13 35 453
70 63 1571
12 65 4751
61 46 14768
55 88 8218
66 43 2089
74 16 27580
38 89 19270
87 31 10810
41 22 18320
82 27 13021
12 55 25894
85 58 23000
37 30 5951
58 6 10366
35 50 19095
93 71 30120
18 14 15254
18 78 19161
6 54 24592
63 77 4855
73 35 23017
51 94 21946
62 45 20260
67 86 14440
19 8 5269
55 51 7433
83 30 25317
60 59 4584
100 36 8358
81 78 30407
96 87 2404
53 19 23036
39 94 17097
74 36 19110
97 82 21562
40 85 25924
100 32 11850
43 7 6851
88 41 22770
24 89 16468
84 1 11159
7 39 19464
21 67 15759
86 24 20230
99 57 5471
76 97 1684
89 20 2947
91 76 2470
20 42 26198
46 55 7159
59 95 23792
42 38 28901
33 76 19737
39 59 30581
54 28 30286
27 71 14537
82 71 6550
49 78 26200
36 74 28138
52 32 27618
34 72 27377
30 32 11045
43 68 30001
29 17 12635
100 58 29241
82 24 15942
32 50 31540
64 46 14727
2 25 24084
96 46 6171
53 25 19774
41 56 4469
71 44 10031
57 66 3115
81 59 12359
25 9 25312
68 18 15929
91 100 4581
71 91 25413
85 83 17912
27 37 17367
93 89 18839
66 13 23948
47 60 1053
72 57 11111
58 67 26251
49 75 25775
44 30 5537
64 17 21859
35 2 2062
56 16 21175
83 40 12083
25 1 1576
38 77 11301
52 89 30795
45 7 10076
72 91 31885
20 80 27196
59 8 846
21 33 9767
23 58 554
72 56 9390
26 30 3129
40 28 20395
91 49 28055
18 93 32531
19 49 24057
91 83 29744
40 2 21494
34 32 3593
18 8 5921
46 67 30122
83 83 27007
92 71 14616
96 44 11764
72 93 14936
18 13 5882
68 22 16953
23 29 18231
30 25 17700
54 52 31795
42 65 8384
21 45 30389
78 14 5203
50 59 16576
96 2 17206
59 24 24288
42 27 2531
10 21 936
3 1 23072
76 10 6431
95 23 11737
91 16 2453
55 83 17934
46 24 30543
60 88 5944
48 85 21390
69 89 3199
81 80 32708
14 61 15448
47 72 32183
45 43 16449
37 54 7550
89 24 11826
52 91 7640
47 63 5776
25 79 4986
4 82 378
51 49 20171
95 17 12730
27 39 29916
73 53 15863
22 68 11129
66 30 260
83 90 24987
20 36 2141
67 33 13486
23 4 5162
97 42 2151
71 14 27166
46 21 1811
29 71 6622
97 5 8515
53 36 472
45 31 6383
62 96 27152
67 84 28711
59 73 2296
7 15 13453
85 6 25813
22 42 6576
91 26 6612
68 83 5784
88 94 28051
85 30 20336
61 6 21512
93 25 27551
17 61 19802
60 10 2924
68 1 27226
57 41 10049
56 8 14450
92 61 24383
37 20 30271
80 26 5520
10 2 6632
25 8 12726
2 84 3970
89 65 13964
25 35 27771
52 98 23725
12 68 30266
29 62 2433
28 61 16140
67 38 32049
49 5 7049
66 22 22134
76 42 32515
48 63 23955
22 85 10689
81 30 24538
30 90 9844
21 88 5137
53 83 1529
67 73 29194
88 24 398
97 95 8902
54 21 30504
73 21 1933
54 25 5034
58 66 2733
81 68 16967
91 69 29927
29 80 14145
4 50 18834
4 11 3241
28 11 528
83 94 17188
64 62 2566
100 52 27319
82 59 28104
59 39 7179
68 61 9299
44 35 26842
20 53 14063
12 12 21794
6 82 3652
36 1 10956
56 24 651
89 40 4011
18 33 14949
11 96 26420
49 90 10172
38 50 15801
8 35 30885
78 13 20642
5 97 23163
38 52 25852
33 66 18939
46 29 8195
29 6 15150
58 13 9402
100 28 32693
54 96 26543
68 50 12377
4 16 14048
74 66 4750
38 70 14332
71 54 8769
53 79 11157
60 53 5090
73 9 25657
72 48 8504
12 75 28820
8 6 22600
89 62 29046
36 93 5733
77 68 404
68 100 21055
68 13 26115
30 94 11978
55 13 6832
90 27 32648
100 90 29675
37 13 24388
58 4 19492
62 53 8497
47 84 15598
55 33 18103
46 77 28225
33 44 22603
70 83 19990
38 100 36
80 55 24653
100 51 30133
46 94 21872
50 91 29205
78 6 5320
23 69 8786
75 85 6652
85 38 10916
90 82 19075
60 51 4547
22 62 27819
47 51 21264
62 47 23459
95 72 17946
3 47 20421
55 54 15761
17 14 13336
93 19 9266
71 37 26526
47 45 19513
83 16 5106
27 2 774
7 81 31594
24 58 2701
50 23 13286
75 53 23849
36 39 22763
38 73 1793
1 44 17520
46 85 12715
86 80 24400
83 87 27120
17 9 17889
100 26 26897
3 71 19538
99 78 5399
54 6 15742
68 63 29656
73 95 19671
39 22 1446
24 44 12366
19 36 16938
100 100 13193
55 25 32
67 30 12723
57 19 21876
33 29 30523
50 78 31827
49 79 17778
39 76 18945
26 40 19822
41 41 7967
82 49 17548
52 8 19552
11 58 27078
10 4 21577
41 24 22575
86 100 28049
31 74 26659
17 85 20374
32 5 9784
92 23 8011
88 65 569
95 80 24024
86 78 14024
73 29 11436
50 18 9010
44 68 1266
39 5 13777
13 92 12694
63 29 16101
60 43 18441
90 95 22643
21 87 6147
65 87 1272
44 67 21475
46 89 17350
28 55 31505
82 47 23758
86 15 10351
33 74 14944
13 33 14884
84 10 21988
40 36 4249
80 8 31231
55 2 13941
44 19 23413
78 24 11473
21 58 14703
25 53 13038
36 100 13317
22 76 31521
93 66 25548
59 85 21532
30 83 32706
63 90 15924
71 43 9283
97 81 19970
73 16 16052
37 56 15175
78 55 24730
83 52 19770
38 2 15677
5 74 24162
98 96 2126
86 63 29230
61 19 29074
80 10 9663
25 75 7683
76 16 29344
47 33 14569
85 62 5473
87 67 6090
52 5 17234
95 77 599
5 34 469
85 18 2965
17 15 14067
11 97 15942
92 67 25590
21 56 15949
52 82 32272
55 10 6431
39 92 13740
55 78 22491
98 57 10774
90 63 27537
30 89 10540
86 42 4168
21 61 21048
90 85 13404
61 63 8733
93 44 14064
24 12 24741
20 50 26113
77 46 2487
57 4 1365
99 9 12879
39 24 3006
44 28 4515
91 17 20802
13 75 5434
41 2 20184
36 29 30634
38 35 28578
72 23 27264
60 41 29369
83 49 20367
91 28 14459
72 7 6306
31 76 8804
40 95 22489
65 74 27049
59 81 32488
53 71 24979
67 5 21417
38 60 20433
56 6 20527
38 67 3915
56 91 6447
83 36 20094
37 47 21239
100 42 6926
75 25 10345
98 35 16648
27 44 3245
82 72 30269
14 67 16031
7 10 24291
60 85 4547
60 4 607
92 94 13197
84 51 17558
36 13 6668
70 66 1904
74 92 2517
50 16 30119
12 92 11875
64 26 7008
71 22 7728
59 37 18276
22 77 1800
13 10 23636
64 31 8515
37 84 31033
71 41 9869
92 29 4986
38 21 13125
98 55 28704
95 63 23866
55 1 32303
15 30 16795
100 4 18443
99 59 1731
56 73 12890
59 53 130
28 45 6423
37 74 19155
34 57 11052
23 80 8203
77 81 13270
89 30 15886
3 11 16328
75 61 100
43 56 24394
66 29 24573
85 27 28799
24 2 31588
89 98 11653
76 51 10679
